Date,AdjClose
7/20/16,98.486572
7/21/16,97.964385
7/22/16,97.205739
7/25/16,95.905188
7/26/16,95.245066
7/27/16,101.432497
7/28/16,102.802007
7/29/16,102.673926
8/1/16,104.486808
8/2/16,102.93995
8/3/16,104.230638
8/4/16,104.874527
8/5/16,106.469389
8/8/16,107.35102
8/9/16,107.786878
8/10/16,106.984496
8/11/16,106.915155
8/12/16,107.162804
8/15/16,108.450584
8/16/16,108.351518
8/17/16,108.193026
8/18/16,108.054343
8/19/16,108.331709
8/22/16,107.489703
8/23/16,107.826502
8/24/16,107.014213
8/25/16,106.558539
8/26/16,105.934466
8/29/16,105.815591
8/30/16,105.003302
8/31/16,105.10236
9/1/16,105.726441
9/2/16,106.717038
9/6/16,106.687314
9/7/16,107.341112
9/8/16,104.527812
9/9/16,102.160285
9/12/16,104.44857
9/13/16,106.934963
9/14/16,110.719044
9/15/16,114.483317
9/16/16,113.839427
9/19/16,112.51203
9/20/16,112.502122
9/21/16,112.482314
9/22/16,113.542252
9/23/16,111.650208
9/26/16,111.818608
9/27/16,112.026632
9/28/16,112.878547
9/29/16,111.125193
9/30/16,111.987015
10/3/16,111.461992
10/4/16,111.937482
10/5/16,111.987015
10/6/16,112.819113
10/7/16,112.987513
10/10/16,114.958807
10/11/16,115.206456
10/12/16,116.23667
10/13/16,115.880062
10/14/16,116.523945
10/17/16,116.444703
10/18/16,116.365453
10/19/16,116.018745
10/20/16,115.959304
10/21/16,115.503631
10/24/16,116.543761
10/25/16,117.138118
10/26/16,114.503125
10/27/16,113.403569
10/28/16,112.650713
10/31/16,112.472406
11/1/16,110.441678
11/2/16,110.540737
11/3/16,109.35588
11/4/16,108.370149
11/7/16,109.933378
11/8/16,110.580566
11/9/16,110.401343
11/10/16,107.324686
11/11/16,107.961922
11/14/16,105.253663
11/15/16,106.647621
11/16/16,109.515186
11/17/16,109.475358
11/18/16,109.584883
11/21/16,111.24768
11/22/16,111.317377
11/23/16,110.749838
11/25/16,111.307418
11/28/16,111.088367
11/29/16,110.978841
11/30/16,110.042897
12/1/16,109.017344
12/2/16,109.425578
12/5/16,108.638987
12/6/16,109.475358
12/7/16,110.550697
12/8/16,111.635996
12/9/16,113.45809
12/12/16,112.810902
12/13/16,114.692743
12/14/16,114.692743
12/15/16,115.32002
12/16/16,115.469374
12/19/16,116.13648
12/20/16,116.445139
12/21/16,116.554665
12/22/16,115.787993
12/23/16,116.016995
12/27/16,116.753806
12/28/16,116.255965
12/29/16,116.226096
12/30/16,115.32002
1/3/17,115.648597
1/4/17,115.519154
1/5/17,116.106611
1/6/17,117.401002
1/9/17,118.476334
1/10/17,118.595819
1/11/17,119.233055
1/12/17,118.735214
1/13/17,118.526121
1/17/17,119.481976
1/18/17,119.472017
1/19/17,119.262925
1/20/17,119.481976
1/23/17,119.561633
1/24/17,119.452107
1/25/17,121.353858
1/26/17,121.413604
1/27/17,121.423555
1/30/17,121.104937
1/31/17,120.826147
2/1/17,128.194203
2/2/17,127.975152
2/3/17,128.522781
2/6/17,129.727549
2/7/17,130.962201
2/8/17,131.469994
2/9/17,132.419998
2/10/17,132.119995
2/13/17,133.289993
2/14/17,135.020004
2/15/17,135.509995
2/16/17,135.350006
2/17/17,135.720001
2/21/17,136.699997
2/22/17,137.110001
2/23/17,136.529999
2/24/17,136.660004
2/27/17,136.929993
2/28/17,136.990005
3/1/17,139.789993
3/2/17,138.960007
3/3/17,139.779999
3/6/17,139.339996
3/7/17,139.520004
3/8/17,139
3/9/17,138.679993
3/10/17,139.139999
3/13/17,139.199997
3/14/17,138.990005
3/15/17,140.460007
3/16/17,140.690002
3/17/17,139.990005
3/20/17,141.460007
3/21/17,139.839996
3/22/17,141.419998
3/23/17,140.919998
3/24/17,140.639999
3/27/17,140.880005
3/28/17,143.800003
3/29/17,144.119995
3/30/17,143.929993
3/31/17,143.660004
4/3/17,143.699997
4/4/17,144.770004
4/5/17,144.020004
4/6/17,143.660004
4/7/17,143.339996
4/10/17,143.169998
4/11/17,141.630005
4/12/17,141.800003
4/13/17,141.050003
